rank,uid,profile,start_date,end_date,name,changesets,map_changes,highway_len_m,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,countries,editors,hashtags,tags_create,tags_modify
32,17708016,https://www.openstreetmap.org/user/Barbara%20Ogori,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Barbara Ogori,593.0,10269.0,0.0,8078.0,447.0,5.0,1658.0,80.0,1.0,0.0,0.0,0.0,1.0,0.0,1490.0,71.0,0.0,7.0,0.0,0.0,0.0,0.0,"Ethiopia,Somalia",JOSM/1.5 (18583 en),"#elinino2023,#hotosm-project-15254,#hotosm-project-15413,#omhesa,#hotosm-project-15232,#hotosm-project-15400,#elnino2023,#hotosm-project-15380,#hotosm-project-15233,#fao_rtea,#hotosm-project-15226,#fao_swalim,#hotosm-project-15255","{""building"": 1490}","{""building"": 71, ""surface"": 7, ""highway"": 7, ""landuse"": 1, ""attribution"": 1}"
33,13800866,https://www.openstreetmap.org/user/Marvins9,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Marvins9,46.0,9602.0,0.0,6010.0,1615.0,444.0,1401.0,70.0,62.0,0.0,0.0,0.0,0.0,0.0,1401.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,"Ethiopia,Kenya",JOSM/1.5 (18746 en),"#hotosm-project-15395,#hotosm-project-15387,#YouyhMappersFUTA,#YouthMappersFUTA,#YouthMAppersFUTA,#hotosm-project-15393,#hotosm-project-15402,#omhesa,#elnino2023,#hotosm-project-15388,#fao_rtea,#fao_swalim,#hotosm-project-15390,#krcs-elnino-mapping,#hotosm-project-15392","{""building"": 1401}","{""building"": 70, ""building:levels"": 1}"
34,13069262,https://www.openstreetmap.org/user/cubain%20mackenzy,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,cubain mackenzy,39.0,9273.0,0.0,6716.0,876.0,5.0,1630.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1628.0,27.0,0.0,17.0,0.0,1.0,0.0,0.0,Somalia,JOSM/1.5 (18118 fr),"#fao_swalim,#omhesa,#elnino2023,#fao_rtea,#hotosm-project-15254","{""building"": 1628, ""route"": 2}","{""building"": 27, ""surface"": 17, ""highway"": 17, ""waterway"": 1, ""landuse"": 1, ""intermittent"": 1}"
35,12182010,https://www.openstreetmap.org/user/abisaky,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,abisaky,65.0,9197.0,0.0,7818.0,16.0,0.0,1362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",iD 2.21.1,"#hotosm-project-15387,#hotosm-project-15385,#fao_swalim,#hotosm-project-15383,#hotosm-project-15413,#omhesa,#elnino2023,#hotosm-project-15388,#fao_rtea,#elinino2023,#hotosm-project-15390,#krcs-elnino-mapping,#hotosm-project-15386,#hotosm-project-15392","{""building"": 1362, ""layer"": 1}","{""building"": 1}"
36,9449463,https://www.openstreetmap.org/user/Mercy14846,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Mercy14846,186.0,8390.0,2535.0,6035.0,879.0,63.0,1385.0,14.0,12.0,2.0,0.0,0.0,0.0,2.0,1360.0,5.0,22.0,7.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18700 en),"#youthmappers,#fao_swalim,#elinino2023,#omhesa,#hotosm-project-15232,#youthmappersfuta,#hotosm-project-15225,#elnino2023,#fao_rtea,#hotosm-project-15254","{""building"": 1360, ""source"": 314, ""highway"": 22, ""type"": 2}","{""surface"": 7, ""highway"": 7, ""building"": 5, ""ford"": 2, ""landuse"": 1, ""source"": 1}"
37,6989803,https://www.openstreetmap.org/user/vaston02,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,vaston02,72.0,8189.0,0.0,6272.0,275.0,219.0,1364.0,19.0,40.0,0.0,0.0,0.0,0.0,0.0,1364.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",JOSM/1.5 (18570 en),"#hotosm-project-15387,#hotosm-project-15385,#hotosm-project-15383,#hotosm-project-15413,#omhesa,#elnino2023,#hotosm-project-15388,#fao_rtea,#fao_swalim,#hotosm-project-15390,#krcs-elnino-mapping,#hotosm-project-15386","{""building"": 1364}","{""building"": 12, ""landuse"": 5, ""highway"": 2, ""name"": 1, ""surface"": 1}"
38,7574899,https://www.openstreetmap.org/user/Nyaega%20Orina,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Nyaega Orina,43.0,8075.0,738.0,5223.0,1230.0,269.0,1186.0,136.0,27.0,4.0,0.0,0.0,0.0,0.0,1173.0,75.0,9.0,56.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18622 en),"#Added,#fao_swalim,#omhesa,#elnino2023,#fao_rtea,#hotosm-project-15254,#modified","{""building"": 1173, ""highway"": 9, ""surface"": 6, ""type"": 4}","{""building"": 75, ""surface"": 56, ""highway"": 56, ""tracktype"": 3}"
39,5323284,https://www.openstreetmap.org/user/chomba%20chishala,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,chomba chishala,41.0,7810.0,0.0,6095.0,271.0,23.0,1398.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,1398.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kenya,Somalia","iD 2.21.1,JOSM/1.5 (18721 en)","#fao_swalim,#hotosm-project-15383,#hotosm-project-15256,#omhesa,#elnino2023,#hotosm-project-15380,#fao_rtea,#elinino2023","{""building"": 1398}","{""building"": 19, ""landuse"": 1}"
40,4839953,https://www.openstreetmap.org/user/Calyppe,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Calyppe,147.0,7806.0,189.0,5417.0,1278.0,160.0,896.0,27.0,28.0,0.0,0.0,0.0,0.0,0.0,894.0,9.0,2.0,18.0,0.0,0.0,0.0,0.0,"Ethiopia,Kenya,Somalia",iD 2.21.1,"#fao_swalim,#hotosm-project-15383,#omhesa,#hotosm-project-15400,#hotosm-project-15225,#elnino2023,#fao_rtea,#elinino2023","{""building"": 894, ""highway"": 2}","{""highway"": 18, ""building"": 9}"
41,20074159,https://www.openstreetmap.org/user/Aderaw%20Tsegaye,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Aderaw Tsegaye,668.0,7663.0,0.0,6976.0,11.0,0.0,666.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,"Ethiopia,Kenya,Somalia",iD 2.21.1,"#hotosm-project-15402,#hotosm-project-15409,#hotosm-project-15256,#omhesa,#hotosm-project-15400,#elnino2023,#fao_rtea,#fao_swalim,#hotosm-project-15405,#hotosm-project-15401","{""building"": 666, ""layer"": 4}","{""building"": 8, ""surface"": 1, ""name"": 1, ""highway"": 1}"
42,17182763,https://www.openstreetmap.org/user/Echege,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Echege,58.0,7424.0,0.0,6325.0,0.0,0.0,1098.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",iD 2.21.1,"#hotosm-project-15385,#omhesa,#elnino2023,#hotosm-project-15380,#fao_rtea,#fao_swalim,#hotosm-project-15392","{""building"": 1098, ""layer"": 5}","{""building"": 1}"
43,16576192,https://www.openstreetmap.org/user/Julie%20Maingi,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Julie Maingi,37.0,7067.0,0.0,5937.0,13.0,18.0,1095.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15387,#fao_swalim,#omhesa,#fao_rtea,#elnino2023,#hotosm-project-15386","{""building"": 1095}",{}
44,2623654,https://www.openstreetmap.org/user/ngumenawesamson,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,ngumenawesamson,95.0,7025.0,0.0,2013.0,3871.0,569.0,417.0,42.0,113.0,0.0,0.0,0.0,0.0,4.0,417.0,39.0,0.0,3.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",JOSM/1.5 (18772 en),"#hotosm-project-15387,#fao_swalim,#hotosm-project-15383,#omhesa,#hotosm-project-15225,#elnino2023,#fao_rtea,#elinino2023","{""building"": 417}","{""building"": 39, ""railway"": 4, ""highway"": 3, ""surface"": 1}"
45,20068099,https://www.openstreetmap.org/user/Liza%20Ayoo,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Liza Ayoo,40.0,6802.0,0.0,4951.0,47.0,569.0,1064.0,32.0,139.0,0.0,0.0,0.0,0.0,0.0,1064.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15380,#fao_rtea,#elnino2023","{""building"": 1064, ""layer"": 5}","{""highway"": 20, ""building"": 8, ""landuse"": 4, ""tracktype"": 1, ""surface"": 1, ""layer"": 1, ""attribution"": 1}"
46,10483398,https://www.openstreetmap.org/user/ODULANA%20OLUWATOYIN,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,ODULANA OLUWATOYIN,102.0,6797.0,0.0,4952.0,553.0,48.0,1203.0,38.0,3.0,0.0,0.0,0.0,0.0,0.0,1203.0,25.0,0.0,13.0,0.0,0.0,0.0,0.0,"Ethiopia,Kenya,Somalia",JOSM/1.5 (18583 en),"#bingaerialimagery,#Esriworldimagery,#added,#fao_rtea,#Hotdqi2022,#mapping,#hotosm-project-15383,#omhesa,#Bingimagery,#Building,#mapbox,#hotosm-project-15258,#hotosm-project-15254,#hotdqi2022,#hotosm-project-15392,#buildings,#hotosm-project-15400,#building,#elnino2023,#fao_swalim,#Buildings,#Mapping,#hotosm-project-15256,#Esriimagery,#addedbuildings","{""building"": 1203}","{""building"": 25, ""highway"": 13, ""surface"": 12, ""residential"": 1}"
47,18840385,https://www.openstreetmap.org/user/Gloria_DelPuerto,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Gloria_DelPuerto,26.0,6539.0,0.0,2679.0,2811.0,562.0,400.0,44.0,43.0,0.0,0.0,0.0,0.0,0.0,399.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,JOSM/1.5 (18789 es),"#fao_swalim,#hotosm-project-15409,#omhesa,#fao_rtea,#elnino2023","{""building"": 399, ""barrier"": 1}","{""building"": 44}"
48,2640046,https://www.openstreetmap.org/user/tshedy,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,tshedy,84.0,6482.0,0.0,5059.0,592.0,6.0,769.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0,46.0,0.0,4.0,0.0,2.0,0.0,0.0,"Lesotho,Ethiopia,Kenya,Somalia",JOSM/1.5 (18772 en),"#omhesa,#hotosm-project-15400,#hotosm-project-15232,#hotosm-project-15225,#elnino2023,#hotosm-project-15233,#fao_rtea,#fao_swalim,#hotosm-project-15386","{""building"": 769}","{""building"": 46, ""surface"": 4, ""highway"": 4, ""landuse"": 3, ""source"": 3, ""name"": 2, ""waterway"": 2, ""motorcar"": 1, ""ref"": 1, ""water"": 1, ""natural"": 1}"
49,5328434,https://www.openstreetmap.org/user/Puxan,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Puxan,144.0,6363.0,0.0,2927.0,2545.0,108.0,689.0,83.0,11.0,0.0,0.0,0.0,2.0,4.0,686.0,28.0,2.0,45.0,0.0,1.0,0.0,1.0,Somalia,JOSM/1.5 (18789 ca),"#fao_swalim,#elinino2023,#fao_rteaElimino,#omhesa,#hotosm-project-15225,#elnino2023,#fao_rtea,#hotosm-project-15226,#hotosm-project-15254","{""building"": 686, ""man_made"": 2, ""highway"": 2, ""barrier"": 1, ""surface"": 1}","{""highway"": 45, ""surface"": 39, ""building"": 28, ""barrier"": 5, ""tracktype"": 2, ""man_made"": 2, ""tower:type"": 2, ""source"": 2, ""ford"": 1, ""waterway"": 1, ""amenity"": 1, ""material"": 1, ""intermittent"": 1, ""construction"": 1, ""landuse"": 1, ""attribution"": 1, ""religion"": 1}"
50,15756875,https://www.openstreetmap.org/user/Sinduja%20Sindu,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Sinduja Sindu,14.0,5648.0,1848.0,3541.0,1557.0,2.0,524.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,480.0,8.0,14.0,6.0,0.0,0.0,0.0,0.0,Ethiopia,"JOSM/1.5 (18789 en),JOSM/1.5 (18772 en)","#omhesa,#hotosm-project-15400,#elnino2023,#fao_rtea,#fao_swalim,#hotosm-project-15405","{""building"": 480, ""highway"": 14, ""landuse"": 2, ""type"": 1, ""name"": 1, ""place"": 1}","{""building"": 8, ""highway"": 6, ""motorcar"": 2, ""name"": 2, ""surface"": 2, ""landuse"": 2, ""maxspeed"": 2, ""source"": 2}"
51,14927325,https://www.openstreetmap.org/user/Ponsyano,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Ponsyano,57.0,5381.0,2098.0,3862.0,433.0,234.0,783.0,23.0,46.0,0.0,0.0,0.0,0.0,0.0,775.0,7.0,6.0,15.0,1.0,1.0,0.0,0.0,"Kenya,Somalia,Ecuador",iD 2.21.1,"#fao_swalim,#omhesa,#hotosm-project-15232,#osmtl,#fao_rtea,#elnino2023","{""building"": 775, ""highway"": 6, ""natural"": 1, ""waterway"": 1, ""water"": 1}","{""highway"": 15, ""surface"": 13, ""building"": 7, ""waterway"": 1, ""name"": 1, ""source"": 1}"
52,3446205,https://www.openstreetmap.org/user/yonasnikola,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,yonasnikola,37.0,5331.0,0.0,4425.0,7.0,2.0,891.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,891.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,"Ethiopia,Kenya",iD 2.21.1,"#hotosm-project-15383,#omhesa,#elnino2023,#fao_rtea,#fao_swalim,#hotosm-project-15405","{""building"": 891}","{""landuse"": 2, ""highway"": 2, ""building"": 1, ""waterway"": 1, ""source"": 1}"
53,20077594,https://www.openstreetmap.org/user/Satso,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Satso,58.0,4966.0,0.0,3996.0,72.0,4.0,892.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,892.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15387,#hotosm-project-15383,#omhesa,#elnino2023,#fao_rtea,#fao_swalim,#hotosm-project-15386","{""building"": 892}","{""highway"": 1}"
54,4853701,https://www.openstreetmap.org/user/Qwajo%20OSM,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Qwajo OSM,68.0,4925.0,0.0,1042.0,3286.0,232.0,233.0,106.0,25.0,1.0,0.0,0.0,0.0,1.0,232.0,83.0,0.0,20.0,0.0,0.0,0.0,2.0,"Comoros,Rwanda,Zambia,Somalia",JOSM/1.5 (18789 en),"#youthmappers,#fao_swalim,#hotosm-project-15227,#omhesa,#hotosm-project-15232,#uccyouthmappers,#elnino2023,#fao_rtea,#hotosm-project-15254","{""building"": 232, ""landuse"": 1, ""type"": 1}","{""building"": 83, ""highway"": 20, ""surface"": 19, ""tracktype"": 3, ""amenity"": 2, ""landuse"": 2, ""religion"": 2, ""name"": 1}"
55,12176699,https://www.openstreetmap.org/user/PRISCOVIA12,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,PRISCOVIA12,71.0,4610.0,0.0,3758.0,107.0,18.0,714.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,714.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",JOSM/1.5 (18543 en),"#elinino2023,#hotosm-project-15383,#hotosm-project-15413,#omhesa,#hotosm-project-15232,#hotosm-project-15234,#elnino2023,#hotosm-project-15233,#fao_rtea,#hotosm-project-15226,#fao_swalim","{""building"": 714}","{""building"": 3, ""landuse"": 2, ""barrier"": 2, ""surface"": 1, ""highway"": 1}"
56,15741997,https://www.openstreetmap.org/user/DOPSS,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,DOPSS,97.0,4345.0,1924.0,2919.0,618.0,94.0,636.0,61.0,16.0,1.0,0.0,0.0,3.0,7.0,596.0,13.0,18.0,37.0,0.0,1.0,0.0,0.0,Somalia,"JOSM/1.5 (18570 fr),JOSM/1.5 (18789 fr)","#fao_swalim,#hotosm-project-15256,#omhesa,#modifications,#hotosm-project-15234,#elnino2023,#hotosm-project-15233,#fao_rtea,#modification,#hotosm-project-15254,#hotosm-project-15258","{""building"": 596, ""highway"": 18, ""surface"": 17, ""barrier"": 12, ""landuse"": 3, ""place"": 3, ""type"": 1, ""source"": 1}","{""highway"": 37, ""surface"": 36, ""building"": 13, ""landuse"": 4, ""place"": 4, ""source"": 3, ""ford"": 2, ""tracktype"": 2, ""attribution"": 2, ""waterway"": 1, ""intermittent"": 1}"
57,10963925,https://www.openstreetmap.org/user/Ashok%20Thakulla,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Ashok Thakulla,41.0,4284.0,17320.0,3430.0,245.0,0.0,593.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,0.0,54.0,14.0,0.0,2.0,0.0,0.0,"Kenya,Somalia",JOSM/1.5 (18772 en),"#hotosm-project-15387,#added,#omhesa,#hotosm-project-15232,#hotosm-project-15234,#hotosm-project-15388,#elnino2023,#fao_rtea,#fao_swalim","{""building"": 537, ""highway"": 54}","{""highway"": 14, ""source"": 5, ""ref"": 3, ""surface"": 3, ""wikipedia"": 2, ""name"": 2, ""waterway"": 2, ""wikidata"": 1, ""is_in:country"": 1, ""alt_name"": 1}"
58,16063487,https://www.openstreetmap.org/user/Godfrey%20Mgulwa,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Godfrey Mgulwa,55.0,4219.0,966.0,3161.0,284.0,1.0,744.0,29.0,0.0,0.0,0.0,0.0,0.0,3.0,724.0,0.0,19.0,23.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",JOSM/1.5 (18700 en_GB),"#fao_swalim,#omhesa,#elnino2023,#hotosm-project-15388,#fao_rtea,#hotosm-project-15254,#hotosm-project-15258","{""building"": 724, ""highway"": 19, ""surface"": 1}","{""highway"": 23, ""surface"": 22, ""source"": 2, ""place"": 2, ""ford"": 1, ""pcode"": 1, ""name"": 1, ""attribution"": 1, ""alt_name"": 1}"
59,10047805,https://www.openstreetmap.org/user/Bukenya%20Janan%20Baker,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Bukenya Janan Baker,56.0,3996.0,0.0,2861.0,373.0,35.0,676.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,33.0,0.0,18.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18746 en),"#fao_swalim,#omhesa,#hotosm-project-15234,#fao_rtea,#elnino2023","{""building"": 676}","{""building"": 33, ""surface"": 18, ""highway"": 18}"
60,14545339,https://www.openstreetmap.org/user/HBanu,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,HBanu,302.0,3871.0,552.0,2289.0,1213.0,0.0,363.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,353.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,"Ethiopia,Kenya,Somalia","JOSM/1.5 (18789 en),iD 2.21.1","#fao_swalim,#hotosm-project-15372,#hotosm-project-15371,#hotosm-project-15409,#omhesa,#Giscorps,#hotosm-project-15380,#hotosm-project-15234,#fao_rtea,#hotosm-project-15388,#hotosm-project-15254,#elnino2023,#GisCorps,#hotosm-project-15401","{""building"": 353, ""highway"": 8, ""noname"": 7, ""type"": 1, ""surface"": 1}","{""highway"": 5, ""noname"": 2, ""surface"": 1, ""ref"": 1}"
61,20069947,https://www.openstreetmap.org/user/violeth%20salvatory,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,violeth salvatory,18.0,3728.0,0.0,3111.0,0.0,0.0,613.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#hotosm-project-15383,#omhesa,#elnino2023,#fao_rtea,#elinino2023,#hotosm-project-15386,#hotosm-project-15392","{""building"": 613}","{""source"": 4, ""highway"": 4, ""surface"": 1, ""source_dat"": 1}"
62,13040649,https://www.openstreetmap.org/user/Razak21,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Razak21,22.0,3587.0,39.0,2812.0,63.0,206.0,453.0,9.0,44.0,0.0,0.0,0.0,0.0,0.0,452.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,"Ethiopia,Kenya,Somalia","JOSM/1.5 (18772 fr),iD 2.21.1","#hotosm-project-15387,#hotosm-project-15413,#omhesa,#hotosm-project-15400,#elnino2023,#fao_rtea,#fao_swalim","{""building"": 452, ""tracktype"": 1, ""embankment"": 1, ""highway"": 1}","{""highway"": 4, ""building"": 3, ""landuse"": 2}"
63,10570996,https://www.openstreetmap.org/user/Erick%20tamba,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Erick tamba,17.0,3453.0,0.0,2906.0,9.0,0.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Ethiopia,Kenya,Somalia",JOSM/1.5 (17919 en),"#hotosm-project-15409,#omhesa,#elnino2023,#fao_rtea,#fao_swalim,#hotosm-project-15401,#hotosm-project-15258","{""building"": 538}",{}
64,20076470,https://www.openstreetmap.org/user/Yeahya2,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Yeahya2,42.0,3356.0,0.0,1987.0,140.0,635.0,431.0,19.0,144.0,0.0,0.0,0.0,0.0,0.0,431.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15387,#hotosm-project-15385,#hotosm-project-15383,#omhesa,#building,#elnino2023,#fao_rtea,#fao_swalim","{""building"": 431}","{""building"": 13, ""highway"": 6}"
65,9602844,https://www.openstreetmap.org/user/AMETOVENA,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,AMETOVENA,176.0,3218.0,0.0,1773.0,817.0,200.0,357.0,28.0,43.0,0.0,0.0,0.0,0.0,2.0,357.0,21.0,0.0,5.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18427 fr),"#fao_swalim,#omhesa,#hotosm-project-15232,#hotosm-project-15225,#elnino2023,#fao_rtea,#hotosm-project-15226,#elinino2023","{""building"": 357}","{""building"": 21, ""surface"": 5, ""highway"": 5, ""place"": 2, ""pcode"": 1, ""name"": 1, ""barrier"": 1, ""alt_name"": 1, ""source"": 1}"
66,10459757,https://www.openstreetmap.org/user/frozenrabi,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,frozenrabi,21.0,3152.0,2744.0,1202.0,1674.0,8.0,252.0,14.0,0.0,2.0,0.0,0.0,0.0,3.0,247.0,9.0,1.0,5.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",JOSM/1.5 (18678 en),"#osmnepal,#elinino2023,#hotosm-project-15383,#ges,#frozenrabi,#omhesa,#elnino2023,#fao_rtea,#hotosm-project-15226,#fao_swalim,#hotosm-project-15386","{""building"": 247, ""type"": 2, ""natural"": 2, ""water"": 1, ""highway"": 1}","{""building"": 9, ""highway"": 5, ""surface"": 4, ""tower:type"": 2, ""man_made"": 2, ""ford"": 1, ""source_dat"": 1, ""source"": 1}"
67,5249472,https://www.openstreetmap.org/user/maja_turkalj,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,maja_turkalj,89.0,2919.0,0.0,2306.0,99.0,0.0,504.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",JOSM/1.5 (18583 en_GB),"#hotosm-project-15395,#fao_swalim,#elinino2023,#hotosm-project-15372,#hotosm-project-15409,#hotosm-project-15256,#omhesa,#hotosm-project-15225,#elnino2023,#hotosm-project-15233,#fao_rtea,#hotosm-project-15254","{""building"": 504}","{""surface"": 10, ""highway"": 10}"
68,3046993,https://www.openstreetmap.org/user/kombe1207,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,kombe1207,13.0,2908.0,0.0,2282.0,97.0,8.0,516.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,515.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",JOSM/1.5 (18810 en),"#hotosm-project-15395,#fao_swalim,#elinino2023,#omhesa,#elnino2023,#fao_rtea,#hotosm-project-15226,#hotosm-project-15254","{""building"": 515, ""type"": 1}","{""building"": 3}"
69,17745445,https://www.openstreetmap.org/user/WamburaJ,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,WamburaJ,21.0,2770.0,0.0,2262.0,5.0,16.0,485.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,485.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15387,#hotosm-project-15383,#omhesa,#elnino2023,#hotosm-project-15388,#fao_rtea,#fao_swalim,#hotosm-project-15386","{""building"": 485, ""name"": 2}","{""addr:city"": 1, ""tourism"": 1, ""name"": 1, ""addr:street"": 1, ""highway"": 1}"
70,4355439,https://www.openstreetmap.org/user/Libor%20Bednarik,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Libor Bednarik,16.0,2730.0,0.0,903.0,1563.0,87.0,154.0,12.0,11.0,0.0,0.0,0.0,0.0,1.0,154.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18789 cs),"#omhesa,#hotosm-project-15232,#hotosm-project-15234,#elnino2023,#fao_rtea,#fao_swalim","{""building"": 154}","{""highway"": 6, ""surface"": 4, ""building"": 3, ""landuse"": 2, ""pcode"": 1, ""tracktype"": 1, ""name"": 1, ""water"": 1, ""natural"": 1, ""source"": 1, ""place"": 1}"
71,20077395,https://www.openstreetmap.org/user/Far_Omo,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,Far_Omo,24.0,2725.0,0.0,2179.0,0.0,76.0,451.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",iD 2.21.1,"#hotosm-project-15385,#hotosm-project-15383,#omhesa,#elnino2023,#hotosm-project-15380,#hotosm-project-15388,#fao_rtea,#fao_swalim,#hotosm-project-15386","{""building"": 451}",{}
72,18133347,https://www.openstreetmap.org/user/adewi1997,2023-07-30 00:00:00+00:00,2023-08-28 03:14:10+00:00,adewi1997,53.0,2659.0,0.0,2099.0,22.0,21.0,508.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,508.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,JOSM/1.5 (18678 fr),"#fao_swalim,#hotosm-project-15383,#omhesa,#fao_rtea,#elnino2023","{""building"": 508}","{""building"": 7}"
